stemming,negation
hasyimmah harus kl tanya sm anies pancing dl brp pak kl dia jwb lanjut ke tanya ikut tuju atau tidak tentang ikn kl masih muter lg jwbn nya ya ulang lagi ke tanya awal ulang terus sampe dia benar jawab,"['hasyimmah', 'harus', 'kl', 'tanya', 'sm', 'anies', 'pancing', 'dl', 'brp', 'pak', 'kl', 'dia', 'jwb', 'lanjut', 'ke', 'tanya', 'ikut', 'tuju', 'atau', 'tidak_tentang', 'ikn', 'kl', 'masih', 'muter', 'lg', 'jwbn', 'nya', 'ya', 'ulang', 'lagi', 'ke', 'tanya', 'awal', 'ulang', 'terus', 'sampe', 'dia', 'benar', 'jawab']"
antonrz andre rosiade lalu apa urus anies yg pinang oleh nasdem sbg bacapres saat itu harus pamit kpd prabowo janji anies telah lunas laksana dan janji itu utk kontestasi dan sudah bukti anies tdk ikut berkontestasi pd lalu urus apa dg anies hrs pamit mikir,"['antonrz', 'andre', 'rosiade', 'lalu', 'apa', 'urus', 'anies', 'yg', 'pinang', 'oleh', 'nasdem', 'sbg', 'bacapres', 'saat', 'itu', 'harus', 'pamit', 'kpd', 'prabowo', 'janji', 'anies', 'telah', 'lunas', 'laksana', 'dan', 'janji', 'itu', 'utk', 'kontestasi', 'dan', 'sudah', 'bukti', 'anies', 'tdk', 'ikut', 'berkontestasi', 'pd', 'lalu', 'urus', 'apa', 'dg', 'anies', 'hrs', 'pamit', 'mikir']"
isu tari menteri dukung anies dari kabinet jokowi ini jelas,"['isu', 'tari', 'menteri', 'dukung', 'anies', 'dari', 'kabinet', 'jokowi', 'ini', 'jelas']"
dennysiregar skrg abdul somad dipake pak anies aniesbaswedan,"['dennysiregar', 'skrg', 'abdul', 'somad', 'dipake', 'pak', 'anies', 'aniesbaswedan']"
elisa jkt dkijakarta demi hilang rekam jejak anies,"['elisa', 'jkt', 'dkijakarta', 'demi', 'hilang', 'rekam', 'jejak', 'anies']"
alwaysnangis xandreanda afifahafra nah sini anies sbg ketua rt yg bijak beri solusi bahwa bersih lingkung harus jadi tanggungjawab sama tidak bisa hanya gantung pada satu rumah saja sementara rumah lain tdk jaga bersih,"['alwaysnangis', 'xandreanda', 'afifahafra', 'nah', 'sini', 'anies', 'sbg', 'ketua', 'rt', 'yg', 'bijak', 'beri', 'solusi', 'bahwa', 'bersih', 'lingkung', 'harus', 'jadi', 'tanggungjawab', 'sama', 'tidak_bisa', 'hanya', 'gantung', 'pada', 'satu', 'rumah', 'saja', 'sementara', 'rumah', 'lain', 'tdk', 'jaga', 'bersih']"
jadi turut anies krn angin tdk punya ktp maka tiap wilayah hendak punya monitor polusi udara yg canggih agar bisa deteksi sumber gera angin,"['jadi', 'turut', 'anies', 'krn', 'angin', 'tdk', 'punya', 'ktp', 'maka', 'tiap', 'wilayah', 'hendak', 'punya', 'monitor', 'polusi', 'udara', 'yg', 'canggih', 'agar', 'bisa', 'deteksi', 'sumber', 'gera', 'angin']"
andisboga muchlis ar wkwkww narasi salah anies gagal di konvensi demokrat di ambil jokowi bagai jubir angkat mendikbud di buang jokowi kemudian daftar pilkada minta bantu gerindra jadi gubernur selesai jabat tahun ambil sp buat capres gak ada khianat deh,"['andisboga', 'muchlis', 'ar', 'wkwkww', 'narasi', 'salah', 'anies', 'gagal', 'di', 'konvensi', 'demokrat', 'di', 'ambil', 'jokowi', 'bagai', 'jubir', 'angkat', 'mendikbud', 'di', 'buang', 'jokowi', 'kemudian', 'daftar', 'pilkada', 'minta', 'bantu', 'gerindra', 'jadi', 'gubernur', 'selesai', 'jabat', 'tahun', 'ambil', 'sp', 'buat', 'capres', 'tidak_ada', 'khianat', 'deh']"
arsipaja bener kan jadi yg bilang pak anies wkwk nyalahin angin kasus ini wajar kecuali tembak tembak nyalahin angin agak laen,"['arsipaja', 'bener', 'kan', 'jadi', 'yg', 'bilang', 'pak', 'anies', 'wkwk', 'nyalahin', 'angin', 'kasus', 'ini', 'wajar', 'kecuali', 'tembak', 'tembak', 'nyalahin', 'angin', 'agak', 'laen']"
partner dengan orang yang mau ajak bicara anies,"['partner', 'dengan', 'orang', 'yang', 'mau', 'ajak', 'bicara', 'anies']"
nenkmonica andre rosiade ya merka anggap itu kontrak politik lama ya lama pak prabowo capres trs gak tau smpe kapan kan jdnya wajar lah mereka asumsi heheh kasi sbnrnya sih lihat selurh rkyat indonesia jdi bulann anies jd ya akan serang karakter serang pribadi krn minim gagasn,"['nenkmonica', 'andre', 'rosiade', 'ya', 'merka', 'anggap', 'itu', 'kontrak', 'politik', 'lama', 'ya', 'lama', 'pak', 'prabowo', 'capres', 'trs', 'tidak_tau', 'smpe', 'kapan', 'kan', 'jdnya', 'wajar', 'lah', 'mereka', 'asumsi', 'heheh', 'kasi', 'sbnrnya', 'sih', 'lihat', 'selurh', 'rkyat', 'indonesia', 'jdi', 'bulann', 'anies', 'jd', 'ya', 'akan', 'serang', 'karakter', 'serang', 'pribadi', 'krn', 'minim', 'gagasn']"
jadi yah inti fasilitas di ikn bisa dimanfaatin buat seluruh masyarakat indonesia gaco ginting olivia gempa daesang anies molly surabaya ahok prabowo bangtan debut,"['jadi', 'yah', 'inti', 'fasilitas', 'di', 'ikn', 'bisa', 'dimanfaatin', 'buat', 'seluruh', 'masyarakat', 'indonesia', 'gaco', 'ginting', 'olivia', 'gempa', 'daesang', 'anies', 'molly', 'surabaya', 'ahok', 'prabowo', 'bangtan', 'debut']"
hasbil lbs aniesbaswedan ancrit ga level dunia politik lu dengan pak anies dah baca ya depan mata klo lu ga bakal jadi calo,"['hasbil', 'lbs', 'aniesbaswedan', 'ancrit', 'tidak_level', 'dunia', 'politik', 'lu', 'dengan', 'pak', 'anies', 'dah', 'baca', 'ya', 'depan', 'mata', 'klo', 'lu', 'tidak_bakal', 'jadi', 'calo']"
prime video murah koda uncrush putus angin surabaya pagi semalem anies karina daesang olivia gaco,"['prime', 'video', 'murah', 'koda', 'uncrush', 'putus', 'angin', 'surabaya', 'pagi', 'semalem', 'anies', 'karina', 'daesang', 'olivia', 'gaco']"
metro tv wah keren nih di dukung sama ustad uas pak anies sudah pasti menang telak,"['metro', 'tv', 'wah', 'keren', 'nih', 'di', 'dukung', 'sama', 'ustad', 'uas', 'pak', 'anies', 'sudah', 'pasti', 'menang', 'telak']"
ooh jadi anies yang punya rencana menjarain jabat jabat era jokowi ini kalau menang jadi presiden ok thanks info,"['ooh', 'jadi', 'anies', 'yang', 'punya', 'rencana', 'menjarain', 'jabat', 'jabat', 'era', 'jokowi', 'ini', 'kalau', 'menang', 'jadi', 'presiden', 'ok', 'thanks', 'info']"
prediksi togel texas desember angka main cb  amp             shio ular twins,"['prediksi', 'togel', 'texas', 'desember', 'angka', 'main', 'cb', '', 'amp', '', '', '', '', '', '', '', '', '', '', '', '', 'shio', 'ular', 'twins']"
sukiman imade kun hasmibakhtiar punya prinsip baik koq sebut sombong ngaji lg sana,"['sukiman', 'imade', 'kun', 'hasmibakhtiar', 'punya', 'prinsip', 'baik', 'koq', 'sebut', 'sombong', 'ngaji', 'lg', 'sana']"
ajengcute padhal mbak ini sy yakin didik tinggi lihat data yg di bicara ttg angin oleh anies kl gk gin aja rmh dr tmpt sy sdg bakar sampah asap nya tdk sampai ke arah rmh sy gk tau knp tiba asap bs sampai ke rmh sy krn angin yg bawa itu itu contoh simple jelas anies,"['ajengcute', 'padhal', 'mbak', 'ini', 'sy', 'yakin', 'didik', 'tinggi', 'lihat', 'data', 'yg', 'di', 'bicara', 'ttg', 'angin', 'oleh', 'anies', 'kl', 'gk', 'gin', 'aja', 'rmh', 'dr', 'tmpt', 'sy', 'sdg', 'bakar', 'sampah', 'asap', 'nya', 'tdk', 'sampai', 'ke', 'arah', 'rmh', 'sy', 'gk', 'tau', 'knp', 'tiba', 'asap', 'bs', 'sampai', 'ke', 'rmh', 'sy', 'krn', 'angin', 'yg', 'bawa', 'itu', 'itu', 'contoh', 'simple', 'jelas', 'anies']"
gak suka ma anies tu silah tp mbok yg fair jgn standar ganda bin hipokrit gitu lho si dulu kan jd tumbal proyek na pakdhe gak brani nyelametin cuma kasih kursi komisaris buat ngedem sayang bnyk fans berat na yg buta bego,"['tidak_suka', 'ma', 'anies', 'tu', 'silah', 'tp', 'mbok', 'yg', 'fair', 'jgn', 'standar', 'ganda', 'bin', 'hipokrit', 'gitu', 'lho', 'si', 'dulu', 'kan', 'jd', 'tumbal', 'proyek', 'na', 'pakdhe', 'tidak_brani', 'nyelametin', 'cuma', 'kasih', 'kursi', 'komisaris', 'buat', 'ngedem', 'sayang', 'bnyk', 'fans', 'berat', 'na', 'yg', 'buta', 'bego']"
husni mihrab jadi inget waktu debat capres kemaren ada yang rap api bilang saya tidak punya apa apa mas anies gw yang nonton otomatis ngakak,"['husni', 'mihrab', 'jadi', 'inget', 'waktu', 'debat', 'capres', 'kemaren', 'ada', 'yang', 'rap', 'api', 'bilang', 'saya', 'tidak_punya', 'apa', 'apa', 'mas', 'anies', 'gw', 'yang', 'nonton', 'otomatis', 'ngakak']"
tejarbeledug strike bravo tp kalo yg lolos prabowo anies mungkin besar suara ganjar bakal lari ke prabowo jg,"['tejarbeledug', 'strike', 'bravo', 'tp', 'kalo', 'yg', 'lolos', 'prabowo', 'anies', 'mungkin', 'besar', 'suara', 'ganjar', 'bakal', 'lari', 'ke', 'prabowo', 'jg']"
apa sih yang kita bela kita bela nilai bela benar tapi daripada netral tidak jelas lebih baik pihak pada yang saya anggap benar anies baswedan refly harun,"['apa', 'sih', 'yang', 'kita', 'bela', 'kita', 'bela', 'nilai', 'bela', 'benar', 'tapi', 'daripada', 'netral', 'tidak_jelas', 'lebih', 'baik', 'pihak', 'pada', 'yang', 'saya', 'anggap', 'benar', 'anies', 'baswedan', 'refly', 'harun']"
kompastv lah waktu dulu pilgub si anies ini pake cara itu khan,"['kompastv', 'lah', 'waktu', 'dulu', 'pilgub', 'si', 'anies', 'ini', 'pake', 'cara', 'itu', 'khan']"
itsquaileggs bacot lo blok banyak buzzer ganjar yg sm ky buzzer anies sm ngmg prestasi sm ngatain lawan tpi yg lu repost ya cm anies ganjar cm ngmg respect liat aja timeline sendiri jgn munafik lo bangke sok keras lg,"['itsquaileggs', 'bacot', 'lo', 'blok', 'banyak', 'buzzer', 'ganjar', 'yg', 'sm', 'ky', 'buzzer', 'anies', 'sm', 'ngmg', 'prestasi', 'sm', 'ngatain', 'lawan', 'tpi', 'yg', 'lu', 'repost', 'ya', 'cm', 'anies', 'ganjar', 'cm', 'ngmg', 'respect', 'liat', 'aja', 'timeline', 'sendiri', 'jgn', 'munafik', 'lo', 'bangke', 'sok', 'keras', 'lg']"
prabusantoso raindyss sobat anies partaisocmed gabisa cek udah gue blokir semenjak dia jilat air ludah sendiri,"['prabusantoso', 'raindyss', 'sobat', 'anies', 'partaisocmed', 'gabisa', 'cek', 'udah', 'gue', 'blokir', 'semenjak', 'dia', 'jilat', 'air', 'ludah', 'sendiri']"
guys fasilitas di ikn bangun bukan cm untuk asn doang loh tapi ya krn asn yg pindah duluan pasti mereka yg pertama nikmatin fasilitas di ikn gaco ginting olivia gempa daesang anies molly surabaya ahok prabowo bangtan debut,"['guys', 'fasilitas', 'di', 'ikn', 'bangun', 'tidak_cm', 'untuk', 'asn', 'doang', 'loh', 'tapi', 'ya', 'krn', 'asn', 'yg', 'pindah', 'duluan', 'pasti', 'mereka', 'yg', 'pertama', 'nikmatin', 'fasilitas', 'di', 'ikn', 'gaco', 'ginting', 'olivia', 'gempa', 'daesang', 'anies', 'molly', 'surabaya', 'ahok', 'prabowo', 'bangtan', 'debut']"
prabusantoso sobat anies partaisocmed nah itu kok masih ada yg ngikutin mereka yah,"['prabusantoso', 'sobat', 'anies', 'partaisocmed', 'nah', 'itu', 'kok', 'masih', 'ada', 'yg', 'ngikutin', 'mereka', 'yah']"
sekjen gerindra nyata anies soal prabowo tidak tahan jadi oposisi tak sumber,"['sekjen', 'gerindra', 'nyata', 'anies', 'soal', 'prabowo', 'tidak_tahan', 'jadi', 'oposisi', 'tidak_sumber']"
jadwal kampanye hari ini anies hadir diskusi disabilitas di bekas,"['jadwal', 'kampanye', 'hari', 'ini', 'anies', 'hadir', 'diskusi', 'disabilitas', 'di', 'bekas']"
basileatheoph badut madrid ngapain ditakutin wong pas km mereka nggk bisa ngapa in pas mereka dibubarin juga anies nggak ngebackup sama sekali justru yang ngotak ngatik konstitusi itu yang harus takut dan jangan pilih mana ada yang langgar ham pula,"['basileatheoph', 'badut', 'madrid', 'ngapain', 'ditakutin', 'wong', 'pas', 'km', 'mereka', 'nggk', 'bisa', 'ngapa', 'in', 'pas', 'mereka', 'dibubarin', 'juga', 'anies', 'nggak', 'ngebackup', 'sama', 'sekali', 'justru', 'yang', 'ngotak', 'ngatik', 'konstitusi', 'itu', 'yang', 'harus', 'takut', 'dan', 'tidak_pilih', 'mana', 'ada', 'yang', 'langgar', 'ham', 'pula']"
anfangerxyz wellysusan karimnas aniesbaswedan ganjarpranowo prabowo bisa pasti hoax ini gak mungkin presiden anies bikin atur syariah di indonesia yang penting tidak langgar perintah agama dan ijtihad ulama rahmat bagi seluruh masyarakat indonesia solid solid,"['anfangerxyz', 'wellysusan', 'karimnas', 'aniesbaswedan', 'ganjarpranowo', 'prabowo', 'bisa', 'pasti', 'hoax', 'ini', 'tidak_mungkin', 'presiden', 'anies', 'bikin', 'atur', 'syariah', 'di', 'indonesia', 'yang', 'penting', 'tidak_langgar', 'perintah', 'agama', 'dan', 'ijtihad', 'ulama', 'rahmat', 'bagi', 'seluruh', 'masyarakat', 'indonesia', 'solid', 'solid']"
imanlagi bang imam kapan acara desak anies ke timur utama ke papau ke nabire,"['imanlagi', 'bang', 'imam', 'kapan', 'acara', 'desak', 'anies', 'ke', 'timur', 'utama', 'ke', 'papau', 'ke', 'nabire']"
abu waras pantes dukung fitnah anies terus pikir warga land pada gibran apa,"['abu', 'waras', 'pantes', 'dukung', 'fitnah', 'anies', 'terus', 'pikir', 'warga', 'land', 'pada', 'gibran', 'apa']"
ferrykoto rawa bps statistics aniesbaswedan prabowo makin nyungseb aja dah akibat ulah si rawa main fitnah pak anies,"['ferrykoto', 'rawa', 'bps', 'statistics', 'aniesbaswedan', 'prabowo', 'makin', 'nyungseb', 'aja', 'dah', 'akibat', 'ulah', 'si', 'rawa', 'main', 'fitnah', 'pak', 'anies']"
orang kok reaksi lebih bener segala pakta pakta sama rizieq memang apa sih yg takut lama anies jabat masalah apa yg muncul dari mereka saya ga banyak di jakarta jaman itu jadi mungkin gw yg gak paham apa masalah,"['orang', 'kok', 'reaksi', 'lebih', 'bener', 'segala', 'pakta', 'pakta', 'sama', 'rizieq', 'memang', 'apa', 'sih', 'yg', 'takut', 'lama', 'anies', 'jabat', 'masalah', 'apa', 'yg', 'muncul', 'dari', 'mereka', 'saya', 'tidak_banyak', 'di', 'jakarta', 'jaman', 'itu', 'jadi', 'mungkin', 'gw', 'yg', 'tidak_paham', 'apa', 'masalah']"
xahxax rizkipurnama mafiawasit emang yg bikin anies,"['xahxax', 'rizkipurnama', 'mafiawasit', 'emang', 'yg', 'bikin', 'anies']"
resty cayah prabawo inti anies itu maha benar apa salah pasti ada jawab benar udah itu aja,"['resty', 'cayah', 'prabawo', 'inti', 'anies', 'itu', 'maha', 'benar', 'apa', 'salah', 'pasti', 'ada', 'jawab', 'benar', 'udah', 'itu', 'aja']"
tamerlane uyokback ga ada masalah dengan fakta integritas justru banyak positif nya pokok semua salah anies titij,"['tamerlane', 'uyokback', 'tidak_ada', 'masalah', 'dengan', 'fakta', 'integritas', 'justru', 'banyak', 'positif', 'nya', 'pokok', 'semua', 'salah', 'anies', 'titij']"
nocontextwindah gan an wo ganjar anies prabowo,"['nocontextwindah', 'gan', 'an', 'wo', 'ganjar', 'anies', 'prabowo']"
tobatoo para cacing sangat takut sama pak anies,"['tobatoo', 'para', 'cacing', 'sangat', 'takut', 'sama', 'pak', 'anies']"
dukung sih sbnrnya ga masalah bang yg masalah itu pakta integritas serta isi kalo hrs dan ikut dukung anies tanpa terang an keluar pakta integritas cara tulis gw yakin kalo ribut ga akan besar sekarang,"['dukung', 'sih', 'sbnrnya', 'tidak_masalah', 'bang', 'yg', 'masalah', 'itu', 'pakta', 'integritas', 'serta', 'isi', 'kalo', 'hrs', 'dan', 'ikut', 'dukung', 'anies', 'tanpa', 'terang', 'an', 'keluar', 'pakta', 'integritas', 'cara', 'tulis', 'gw', 'yakin', 'kalo', 'ribut', 'tidak_akan', 'besar', 'sekarang']"
tamerlane strike bravo kalau ganjar anies udah pasti anies kalah kek koalisi ntu suka diem di ketek kuasa soal awokwowkowk,"['tamerlane', 'strike', 'bravo', 'kalau', 'ganjar', 'anies', 'udah', 'pasti', 'anies', 'kalah', 'kek', 'koalisi', 'ntu', 'suka', 'diem', 'di', 'ketek', 'kuasa', 'soal', 'awokwowkowk']"
ganjar pranowo tekan konsep negara hukum substansial yang jamin sejahtera umum sedang negara hukum asing yang muka oleh anies baswedan yang jamin konstitusional nicky fahrizal,"['ganjar', 'pranowo', 'tekan', 'konsep', 'negara', 'hukum', 'substansial', 'yang', 'jamin', 'sejahtera', 'umum', 'sedang', 'negara', 'hukum', 'asing', 'yang', 'muka', 'oleh', 'anies', 'baswedan', 'yang', 'jamin', 'konstitusional', 'nicky', 'fahrizal']"
benar anies milik gagas yg jelas jelas mbulet dan tak sesuai data tapi visi ubah original visi prabowo jelas kopas program jokowi visi ganjar sangat janji cepat program jokowi utk indonesia emas hanya dukung tak jalan dgn jokowi,"['benar', 'anies', 'milik', 'gagas', 'yg', 'jelas', 'jelas', 'mbulet', 'dan', 'tidak_sesuai', 'data', 'tapi', 'visi', 'ubah', 'original', 'visi', 'prabowo', 'jelas', 'kopas', 'program', 'jokowi', 'visi', 'ganjar', 'sangat', 'janji', 'cepat', 'program', 'jokowi', 'utk', 'indonesia', 'emas', 'hanya', 'dukung', 'tidak_jalan', 'dgn', 'jokowi']"
chaves pak anies udh blg pak prabowo bilang sendiri klo oposisi gk bisa bisnis jdi tolong jgn bawa alas rekonsiliasi krna negara kita gk lgi perang hahahhaa bisnis cuy bisnis,"['chaves', 'pak', 'anies', 'udh', 'blg', 'pak', 'prabowo', 'bilang', 'sendiri', 'klo', 'oposisi', 'gk', 'bisa', 'bisnis', 'jdi', 'tolong', 'jgn', 'bawa', 'alas', 'rekonsiliasi', 'krna', 'negara', 'kita', 'gk', 'lgi', 'perang', 'hahahhaa', 'bisnis', 'cuy', 'bisnis']"
tahun lagi ganti presiden amin presiden anies wakil cak imin amin maju negara bahagia rakyat nomor pilih kita semua amin,"['tahun', 'lagi', 'ganti', 'presiden', 'amin', 'presiden', 'anies', 'wakil', 'cak', 'imin', 'amin', 'maju', 'negara', 'bahagia', 'rakyat', 'nomor', 'pilih', 'kita', 'semua', 'amin']"
ekowboy mas anies sih nyerang ya tendensius juara retorika timur enggak dia arab,"['ekowboy', 'mas', 'anies', 'sih', 'nyerang', 'ya', 'tendensius', 'juara', 'retorika', 'timur', 'enggak', 'dia', 'arab']"
link gacor hari ini gaco daesang olivia batter up views ginting gempa anies surabaya first lady pilih ganjar pranowo baik,"['link', 'gacor', 'hari', 'ini', 'gaco', 'daesang', 'olivia', 'batter', 'up', 'views', 'ginting', 'gempa', 'anies', 'surabaya', 'first', 'lady', 'pilih', 'ganjar', 'pranowo', 'baik']"
si kakek olympus ledak di eyangslot wd juta gaco olivia daesang jungkook is coming ginting bangtan debut adidas gempa anies uncrush bts is coming,"['si', 'kakek', 'olympus', 'ledak', 'di', 'eyangslot', 'wd', 'juta', 'gaco', 'olivia', 'daesang', 'jungkook', 'is', 'coming', 'ginting', 'bangtan', 'debut', 'adidas', 'gempa', 'anies', 'uncrush', 'bts', 'is', 'coming']"
hasbil lbs aniesbaswedan ya anies mah emg gabakalan menang bang gw jg berani taruh,"['hasbil', 'lbs', 'aniesbaswedan', 'ya', 'anies', 'mah', 'emg', 'gabakalan', 'menang', 'bang', 'gw', 'jg', 'berani', 'taruh']"
sobat anies partaisocmed nama aja tum ketua tantrum jadi ya dukung yg suka tantrum juga,"['sobat', 'anies', 'partaisocmed', 'nama', 'aja', 'tum', 'ketua', 'tantrum', 'jadi', 'ya', 'dukung', 'yg', 'suka', 'tantrum', 'juga']"
grassroot nya anies ya ini lah yg paling make sense,"['grassroot', 'nya', 'anies', 'ya', 'ini', 'lah', 'yg', 'paling', 'make', 'sense']"
herculep org tres gagal cerna papar dan segala bentuk narasi ilmiyahnya capres cerdas di kampung saya kakek umur tahun tak kenal gedget ketika nonton debat langsung bilang pak anies memang pintar arti kakek kerja hari kebun lebih pintar dari yg naik mobil,"['herculep', 'org', 'tres', 'gagal', 'cerna', 'papar', 'dan', 'segala', 'bentuk', 'narasi', 'ilmiyahnya', 'capres', 'cerdas', 'di', 'kampung', 'saya', 'kakek', 'umur', 'tahun', 'tidak_kenal', 'gedget', 'ketika', 'nonton', 'debat', 'langsung', 'bilang', 'pak', 'anies', 'memang', 'pintar', 'arti', 'kakek', 'kerja', 'hari', 'kebun', 'lebih', 'pintar', 'dari', 'yg', 'naik', 'mobil']"
saya mau kisah tentang bagaimana nama anies baswedan muncul di partai nasdem untuk jadi calon presiden supaya singkat kisah mulai dari mei saat ketua umum nasdem surya paloh undang gubernur jakarta anies baswedan ke pulau tempat surya paloh rehat utas,"['saya', 'mau', 'kisah', 'tentang', 'bagaimana', 'nama', 'anies', 'baswedan', 'muncul', 'di', 'partai', 'nasdem', 'untuk', 'jadi', 'calon', 'presiden', 'supaya', 'singkat', 'kisah', 'mulai', 'dari', 'mei', 'saat', 'ketua', 'umum', 'nasdem', 'surya', 'paloh', 'undang', 'gubernur', 'jakarta', 'anies', 'baswedan', 'ke', 'pulau', 'tempat', 'surya', 'paloh', 'rehat', 'utas']"
memelord awokwokwok sangat beda dengan realita prabowo emosional baru di tnyak sma anies kyak mana mau mimpin negara klo bgtu,"['memelord', 'awokwokwok', 'sangat', 'beda', 'dengan', 'realita', 'prabowo', 'emosional', 'baru', 'di', 'tnyak', 'sma', 'anies', 'kyak', 'mana', 'mau', 'mimpin', 'negara', 'klo', 'bgtu']"
survei ipsos nov prabowo gibran lonjak  ganjar mahfud turun   amp anies muhaimin turun  banding survei okto ab mi   gt  gp mmd   gt  ps grr   gt  undecided   gt ,"['survei', 'ipsos', 'nov', 'prabowo', 'gibran', 'lonjak', '', 'ganjar', 'mahfud', 'turun', '', '', 'amp', 'anies', 'muhaimin', 'turun', '', 'banding', 'survei', 'okto', 'ab', 'mi', '', '', 'gt', '', 'gp', 'mmd', '', '', 'gt', '', 'ps', 'grr', '', '', 'gt', '', 'undecided', '', '', 'gt', '']"
abu waras bapak aja di jelassin logika yg paling sederhana aja ma pak anies susah nangkep palagi tim hore,"['abu', 'waras', 'bapak', 'aja', 'di', 'jelassin', 'logika', 'yg', 'paling', 'sederhana', 'aja', 'ma', 'pak', 'anies', 'susah', 'nangkep', 'palagi', 'tim', 'hore']"
uyokback dukung sih sbnrnya ga masalah bang yg masalah itu pakta integritas serta isi kalo hrs dan ikut dukung anies tanpa terang an keluar pakta integritas cara tulis gw yakin kalo ribut ga akan besar sekarang,"['uyokback', 'dukung', 'sih', 'sbnrnya', 'tidak_masalah', 'bang', 'yg', 'masalah', 'itu', 'pakta', 'integritas', 'serta', 'isi', 'kalo', 'hrs', 'dan', 'ikut', 'dukung', 'anies', 'tanpa', 'terang', 'an', 'keluar', 'pakta', 'integritas', 'cara', 'tulis', 'gw', 'yakin', 'kalo', 'ribut', 'tidak_akan', 'besar', 'sekarang']"
telah pak anies jabat apakah masih ada persekusi seperti itu kalo ada dan biar anda hak cemas tp jika tidak kita perlu cegah orang yang punya penting bisnis untuk kuasa,"['telah', 'pak', 'anies', 'jabat', 'apakah', 'masih', 'ada', 'persekusi', 'seperti', 'itu', 'kalo', 'ada', 'dan', 'biar', 'anda', 'hak', 'cemas', 'tp', 'jika', 'tidak_kita', 'perlu', 'cegah', 'orang', 'yang', 'punya', 'penting', 'bisnis', 'untuk', 'kuasa']"
omygbaik wellysusan karimnas aniesbaswedan ganjarpranowo prabowo nanti fpi pp jadi polisi syariah langsung di bawah ym anies top,"['omygbaik', 'wellysusan', 'karimnas', 'aniesbaswedan', 'ganjarpranowo', 'prabowo', 'nanti', 'fpi', 'pp', 'jadi', 'polisi', 'syariah', 'langsung', 'di', 'bawah', 'ym', 'anies', 'top']"
anies si capres tipu tebar janji angin sorgawi tidak layak jadi presiden gaco pagi olivia surabaya pilih baik gpt adidas gempa,"['anies', 'si', 'capres', 'tipu', 'tebar', 'janji', 'angin', 'sorgawi', 'tidak_layak', 'jadi', 'presiden', 'gaco', 'pagi', 'olivia', 'surabaya', 'pilih', 'baik', 'gpt', 'adidas', 'gempa']"
hipohan prabowo nah kan anies ini emang punya data dengan bahasa metafora yang ga mudah paham sama orang yang kurang gizi sama lulus sd kaya dukung nya prabowo cocok itu kasih program susu sama makan siang gratis,"['hipohan', 'prabowo', 'nah', 'kan', 'anies', 'ini', 'emang', 'punya', 'data', 'dengan', 'bahasa', 'metafora', 'yang', 'tidak_mudah', 'paham', 'sama', 'orang', 'yang', 'kurang', 'gizi', 'sama', 'lulus', 'sd', 'kaya', 'dukung', 'nya', 'prabowo', 'cocok', 'itu', 'kasih', 'program', 'susu', 'sama', 'makan', 'siang', 'gratis']"
catat ali masinton di wonogiri baliho pragib juga rusak kok banyak tapi ga semua laku pasti bukan dukung anies,"['catat', 'ali', 'masinton', 'di', 'wonogiri', 'baliho', 'pragib', 'juga', 'rusak', 'kok', 'banyak', 'tapi', 'tidak_semua', 'laku', 'pasti', 'tidak_dukung', 'anies']"
mardigu anies adalah didik hanya orang bodoh kerdil dan hina yg tidak erti atau susah erti apa yg jelas anies bahkan ada yg benci dan fitnah hanya karena dia cerdas sesimple itu sih hanya jawab apa ada jgn baperan,"['mardigu', 'anies', 'adalah', 'didik', 'hanya', 'orang', 'bodoh', 'kerdil', 'dan', 'hina', 'yg', 'tidak_erti', 'atau', 'susah', 'erti', 'apa', 'yg', 'jelas', 'anies', 'bahkan', 'ada', 'yg', 'benci', 'dan', 'fitnah', 'hanya', 'karena', 'dia', 'cerdas', 'sesimple', 'itu', 'sih', 'hanya', 'jawab', 'apa', 'ada', 'jgn', 'baperan']"
guttebening arsipaja kami ga mungkin pilih grup wa emak aja masih pada benci sama dia yg bikin trauma itu dukung anies yg di pilkada akhir ria ganyang ahok penggal leher sangat bikin tidak tenang makanya saya milih golput tidak rela dukung siapa,"['guttebening', 'arsipaja', 'kami', 'tidak_mungkin', 'pilih', 'grup', 'wa', 'emak', 'aja', 'masih', 'pada', 'benci', 'sama', 'dia', 'yg', 'bikin', 'trauma', 'itu', 'dukung', 'anies', 'yg', 'di', 'pilkada', 'akhir', 'ria', 'ganyang', 'ahok', 'penggal', 'leher', 'sangat', 'bikin', 'tidak_tenang', 'makanya', 'saya', 'milih', 'golput', 'tidak_rela', 'dukung', 'siapa']"
antonrz andre rosiade betul bos krn habis nonton sisi yg buat sy jd gregetan  amp ga bs tahan lg utk sampai benar mrk jd spt itu efek dr capresnya yg rasa malu padahal awal capres mrk yg malu anies lbh dulu pantas dlm debat capres spt itu olah yg palin benar,"['antonrz', 'andre', 'rosiade', 'betul', 'bos', 'krn', 'habis', 'nonton', 'sisi', 'yg', 'buat', 'sy', 'jd', 'gregetan', '', 'amp', 'tidak_bs', 'tahan', 'lg', 'utk', 'sampai', 'benar', 'mrk', 'jd', 'spt', 'itu', 'efek', 'dr', 'capresnya', 'yg', 'rasa', 'malu', 'padahal', 'awal', 'capres', 'mrk', 'yg', 'malu', 'anies', 'lbh', 'dulu', 'pantas', 'dlm', 'debat', 'capres', 'spt', 'itu', 'olah', 'yg', 'palin', 'benar']"
